budget,id,popularity,release_date,revenue,title,vote_average,vote_count,actor,director,return,release_year,tag
0,105045,0.122178,1995-02-16,0.0,The Promise,5.0,1.0,"['Corinna Harfouch', 'Meret Becker', 'August Zirner', 'Eva Mattes']",Margarethe von Trotta,0.0,1995-01-01,East-Berlin 1961 shortly erection Wall Konrad Sophie three friend plan daring escape Western Germany The attempt successful except Konrad remains behind From next year Konrad Sophie attempt meet spite Iron Curtain Konrad become reputed Astrophysicist try take advantage scientific congress outside Eastern Germany arrange encounter Sophie But country political police Stasi monitor move suspicious people Konrad sister Barbara husband Harald preserving one privacy ideal self-respect becomes exhausting fight even Eastern block begin long process disintegration.A love hope wall 'Drama 'Romance 'CorinnaHarfouch 'MeretBecker 'AugustZirner 'EvaMattes 'MargarethevonTrotta
25000000,40001,9.1861,1996-04-19,10070000.0,Mrs. Winterbourne,5.5,26.0,"['Shirley MacLaine', 'Ricki Lake', 'Brendan Fraser', 'Jane Krakowski']",Richard Benjamin,0.4028,1996-01-01,Connie Doyle eighteen pregnant boyfriend kicked She accidentaly end train meet Hugh Winterbourne wife Patricia pregnant The train wreck wake hosptial find assumed Patricia Hugh mother take fall love Hugh brother Bill Just think everything going way ex-boyfriend show up.The story girl going filthy rich 'Comedy 'Romance 'Drama 'ShirleyMacLaine 'RickiLake 'BrendanFraser 'JaneKrakowski 'RichardBenjamin
0,29621,1.899069,1996-10-23,0.0,Solo,3.9,18.0,"['Mario Van Peebles', 'Barry Corbin', 'William Sadler', 'Jaime Osorio Gómez']",Norberto Barba,0.0,1996-01-01,android fighting-machine Mario Van Peebles charged destroying small brigade rebel Latin American war fighting maintain freedom protect village Contrary programming Peebles decides stay assist rebel plight Having gained information creator develop powerful android try defeat him.Part man Part machine Total weapon 'Action 'Adventure 'ScienceFiction 'Thriller 'MarioVanPeebles 'BarryCorbin 'WilliamSadler 'JaimeOsorioGómez 'NorbertoBarba
0,117730,0.71066,1994-01-01,0.0,Under The Domim Tree,6.5,2.0,[],Eli Cohen,0.0,1994-01-01,nannan 'Drama 'Foreign 'EliCohen
0,20762,10.68537,1996-04-19,0.0,The Substitute,5.8,60.0,"['Tom Berenger', 'Raymond Cruz', 'Marc Anthony', 'William Forsythe']",Robert Mandel,0.0,1996-01-01,After job CIA ex-marine John Shale visiting high school love Jane She teacher Columbus High School Miami Soon arriving Jane knee cap broken jogging After John decides undercover substitute high school Very soon find gang named Kings Destruction terrorizing school 'Action 'Thriller 'TomBerenger 'RaymondCruz 'MarcAnthony 'WilliamForsythe 'RobertMandel
0,37144,1.217249,1996-03-12,0.0,True Crime,5.1,7.0,"['Alicia Silverstone', 'Kevin Dillon', 'Bill Nunn', 'Tara Subkoff']",Pat Verducci,0.0,1996-01-01,Mary Giordano bright intelligent student go catholic school She also addiction mystery novel detective magazine hence title movie inspire detective work When start snooping around case murderer teenage girl get hot water mentor Detective Jerry Gunn But also start team police cadet Tony Campbell The two work together find murderer But closer Mary get solving murder danger put next victim.Trust one 'Crime 'Mystery 'Thriller 'AliciaSilverstone 'KevinDillon 'BillNunn 'TaraSubkoff 'PatVerducci
0,48260,0.877853,1995-08-18,0.0,Butterfly Kiss,7.4,5.0,"['Amanda Plummer', 'Saskia Reeves', 'Kathy Jamieson', 'Des McAleer']",Michael Winterbottom,0.0,1995-01-01,Eunice walking along highway northern England one filling station another She searching Judith woman say love bad luck woman cash desk Judith Eunice eccentric angry extreme dangerous One day meet Miriam hard hearing little ingenuous feel sympathy Eunice take home Miriam impressed Eunice fierceness willfulness follows search Judith Shocked Eunice cruelty try make better person loos ground herself 'Crime 'Drama 'Romance 'Thriller 'AmandaPlummer 'SaskiaReeves 'KathyJamieson 'DesMcAleer 'MichaelWinterbottom
0,12656,10.298582,1996-09-13,0.0,Feeling Minnesota,5.5,29.0,"['Keanu Reeves', 'Cameron Diaz', ""Vincent D'Onofrio"", 'Delroy Lindo']",Steven Baigelman,0.0,1996-01-01,Sam Clayton Vincent D'Onofrio marriage ex-stripper Freddie Cameron Diaz come strong-armed match Red Delroy Lindo club proprietor favor But Freddie fall love Jiaks Keanu Reeves Sam brother pair try escape situation together n't long Sam Red catch resulting threat two although tension also start build Sam Red.Just met man dream along came husband ruin everything 'Action 'Comedy 'Drama 'Thriller 'KeanuReeves 'CameronDiaz VincentD'Onofrio 'DelroyLindo 'StevenBaigelman
0,38867,1.099187,1995-06-09,62949.0,Delta of Venus,3.3,5.0,"['Audie England', 'Costas Mandylor', 'Bernard Zette', 'Eric Da Silva']",Zalman King,0.0,1995-01-01,struggling American writer fellow American expatriate begin sordid affair among chaos discord 1940 Paris France brink World War II.In 1939 Elena went Paris searching voice writer What found voice woman 'Drama 'Romance 'AudieEngland 'CostasMandylor 'BernardZette 'EricDaSilva 'ZalmanKing
0,277270,0.006854,1991-01-01,0.0,To Cross the Rubicon,0.0,0.0,"['Billy Burke', 'Jeffrey Dean Morgan', 'Lorraine Devon Wilke', 'Patricia Royce']",Barry Caillier,0.0,1991-01-01,Kendall Patricia Royce got dumped boyfriend David J.D Souther But nothing much younger rock musician advice best friend David ex- Claire Lorraine Devon could n't fix Only problem Claire David rekindled lost romance Now Claire Kendall friendship put ultimate test try help decipher men love romantic comedy 'BillyBurke 'JeffreyDeanMorgan 'LorraineDevonWilke 'PatriciaRoyce 'BarryCaillier
0,25969,2.25008,1995-09-15,0.0,Angus,6.8,24.0,"['Perry Anzilotti', 'Kathy Bates', 'Robert Curtis Brown', 'Kevin Connolly']",Patrick Read Johnson,0.0,1995-01-01,Angus large pathetic year old whose thought often filled image one Melissa Lefevre Angus shy think chance ever 'getting Being especially uncool incredibly surprised along rest school chosen dance Winter Ball The one surprised cool-kid set fail Angus best friend going help win heart Melissa developing new look himFor everyone outside looking ... moment arrived 'Comedy 'Drama 'Family 'Romance 'PerryAnzilotti 'KathyBates 'RobertCurtisBrown 'KevinConnolly 'PatrickReadJohnson
0,44103,0.755047,1992-09-01,0.0,Priest Daens,6.7,15.0,"['Jan Decleir', 'Gérard Desarthe', 'Antje De Boeck', 'Michael Pas']",Stijn Coninx,0.0,1992-01-01,1890s Father Adolf Daens go Aalst textile town child labor rife pay working condition horrible poor vote Catholic church back petite bourgeoisie oppressing worker writes column Catholic paper soon worker listening powerful uproar expelled Catholic party start Christian Democrats elected Parliament After Rome discipline must choose two calling priest champion worker subplots courageous young woman fall love socialist survives shop foreman rape child die prelate play billiards 'Drama 'History 'JanDecleir 'GérardDesarthe 'AntjeDeBoeck 'MichaelPas 'StijnConinx
0,43634,1.579153,1996-05-10,0.0,Boys,5.3,11.0,"['Winona Ryder', 'Lukas Haas', 'John C. Reilly', 'James Le Gros']",Stacy Cochran,0.0,1996-01-01,Fed boarding school frustrated way others planned life John Baker Jr. want change anything shake staid routine The moment arrives stumble upon woman Patty Vare unconscious field Deciding risk John take dorm look much disapproval friend John decision prof fateful Patty grow close one another However may keeping secret him.No one stay innocent forever 'Romance 'Drama 'Mystery 'WinonaRyder 'LukasHaas 'JohnC.Reilly 'JamesLeGros 'StacyCochran
30000000,9103,7.941972,1996-04-19,57400547.0,The Quest,5.3,126.0,"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar', 'Jack McGee']",Jean-Claude Van Damme,1.9133515666666667,1996-01-01,Ghang-gheng ancient winner-take-all competition deadliest fighter around world employ spectacular feat martial art skill ever displayed order win prized Golden Dragon But fighting prowess alone enough Chris triumph daunting foes.Go distance 'Action 'Adventure 'Jean-ClaudeVanDamme 'RogerMoore 'JamesRemar 'JackMcGee 'Jean-ClaudeVanDamme
0,90214,0.947007,1996-03-04,0.0,Cosi,7.1,9.0,"['Ben Mendelsohn', 'Barry Otto', 'Toni Collette', 'Rachel Griffiths']",Mark Joffe,0.0,1996-01-01,Lewis young director get first job directing play mental hospital patient cast The play decided Cosi fan tutte opera Mozart 'Comedy 'Romance 'BenMendelsohn 'BarryOtto 'ToniCollette 'RachelGriffiths 'MarkJoffe
0,29649,1.231692,1996-04-26,0.0,Sunset Park,5.1,7.0,"['Rhea Perlman', 'Fredro Starr', 'Carol Kane', 'Terrence Howard']",Steve Gomer,0.0,1996-01-01,white school teacher take talented undisciplined black high school basketball team turn winning team.You got represent 'Drama 'RheaPerlman 'FredroStarr 'CarolKane 'TerrenceHoward 'SteveGomer
0,10990,5.79463,1996-04-26,0.0,Mulholland Falls,6.2,73.0,"['Nick Nolte', 'Melanie Griffith', 'Chazz Palminteri', 'Michael Madsen']",Lee Tamahori,0.0,1996-01-01,1950s Los Angeles special crime squad LAPD investigates murder young woman.This n't America Los Angeles 'Drama 'Mystery 'Thriller 'NickNolte 'MelanieGriffith 'ChazzPalminteri 'MichaelMadsen 'LeeTamahori
0,8866,5.121203,1996-04-26,0.0,The Truth About Cats & Dogs,5.7,86.0,"['Uma Thurman', 'Janeane Garofalo', 'Ben Chaplin', 'James McCaffrey']",Michael Lehmann,0.0,1996-01-01,successful veterinarian radio show host low self-esteem asks model friend impersonate handsome man want see her.Brian discover woman love n't woman love 'Comedy 'Romance 'UmaThurman 'JaneaneGarofalo 'BenChaplin 'JamesMcCaffrey 'MichaelLehmann
0,23449,1.940747,1996-04-19,0.0,Celtic Pride,4.9,35.0,"['Damon Wayans', 'Daniel Stern', 'Christopher McDonald', ""Gail O'Grady""]",Tom DeCerchio,0.0,1996-01-01,The National Basketball Association play-offs taking place Boston Celtics facing Utah Jazz crucial series This also last year game played Boston Garden going torn end season Mike Jimmy two die-hard sport fan risk anything Celtics win really getting game ... n't beat 'em steal 'Comedy 'DamonWayans 'DanielStern 'ChristopherMcDonald GailO'Grady 'TomDeCerchio
25530000,36355,4.557006,1996-05-17,20080020.0,Flipper,5.3,85.0,"['Elijah Wood', 'Paul Hogan', 'Jonathan Banks', 'Jason Fuchs']",Alan Shapiro,0.7865264394829612,1996-01-01,Sandy Ricks sent mom Coral Key rustic island Florida key spend summer uncle Porter Ricks Sandy dislike everything new environment new friend come life dolphin named Flipper brings uncle nephew together lead Sandy summer adventure lifetime.This summer finally safe back water 'Adventure 'Family 'ElijahWood 'PaulHogan 'JonathanBanks 'JasonFuchs 'AlanShapiro
0,37667,1.926109,1994-05-03,0.0,Captives,6.0,10.0,"['Julia Ormond', 'Tim Roth', 'Colin Salmon', 'Keith Allen']",Angela Pope,0.0,1994-01-01,beautiful young dentist working tough British prison start become attracted violent inmate break-up marriage embarks upon illicit affair terrible consequence all.How far love 'Drama 'Thriller 'Mystery 'Romance 'JuliaOrmond 'TimRoth 'ColinSalmon 'KeithAllen 'AngelaPope
0,90148,0.709209,1994-05-10,0.0,Of Love and Shadows,4.4,11.0,"['Jennifer Connelly', 'Antonio Banderas', 'Stefania Sandrelli', 'Diego Wallraff']",Betty Kaplan,0.0,1994-01-01,Irene magazine editor living shadow Pinochet dictatorship Chile Francisco handsome photographer come Irene job sympathizer underground resistance movement Francisco open eye heart atrocity committed state.Surrounded danger 'll risk everything freedom 'Drama 'JenniferConnelly 'AntonioBanderas 'StefaniaSandrelli 'DiegoWallraff 'BettyKaplan
9000000,922,6.505272,1995-12-23,0.0,Dead Man,7.2,397.0,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen']",Jim Jarmusch,0.0,1995-01-01,run murdering man accountant William Blake encounter strange North American man named Nobody prepares journey spiritual world.No one survive becoming legend 'Drama 'Fantasy 'Western 'JohnnyDepp 'GaryFarmer 'CrispinGlover 'LanceHenriksen 'JimJarmusch
35000000,11876,1.690768,1995-09-20,15000000.0,The Horseman on the Roof,6.7,25.0,"['Juliette Binoche', 'Olivier Martinez', 'Pierre Arditi', 'François Cluzet']",Jean-Paul Rappeneau,0.4285714285714285,1995-01-01,time war disease young officer gallantly try help young woman find husband 'War 'Adventure 'Drama 'Romance 'JulietteBinoche 'OlivierMartinez 'PierreArditi 'FrançoisCluzet 'Jean-PaulRappeneau
0,62364,1.133409,1995-11-10,0.0,Mouth to Mouth,5.5,5.0,"['Javier Bardem', 'Aitana Sánchez-Gijón', 'Josep Maria Flotats', 'María Barranco']",Manuel Gómez Pereira,0.0,1995-01-01,For financial reason unemployed aspiring actor work phone-sex enterprise One day receives call mysterious wife one best clients 'Comedy 'Foreign 'JavierBardem 'AitanaSánchez-Gijón 'JosepMariaFlotats 'MaríaBarranco 'ManuelGómezPereira
0,11687,7.326169,1993-01-27,0.0,The Visitors,7.1,433.0,"['Jean Reno', 'Valérie Lemercier', 'Christian Clavier', 'Marie-Anne Chazel']",Jean-Marie Poiré,0.0,1993-01-01,This outrageous time-travel comedy follows misadventure wacky medieval knight Jean Reno faithful servant accidentally transported contemporary time senile sorcererMayhem rule 12th-century visitor try adapting wildly confusing modern world avoid stuck good however soon begin all-out cosmic assault former castle luxury hotel quest return pastThey Were n't Born Yesterday 'Fantasy 'Comedy 'ScienceFiction 'JeanReno 'ValérieLemercier 'ChristianClavier 'Marie-AnneChazel 'Jean-MariePoiré
45000000,9304,8.768806,1996-07-19,0.0,Multiplicity,5.5,158.0,"['Michael Keaton', 'Andie MacDowell', 'Harris Yulin', 'Eugene Levy']",Harold Ramis,0.0,1996-01-01,Construction worker Doug Kinney find pressure working life combined duty wife Laura daughter Jennifer leaf little time However approached geneticist Dr. Owen Leeds offer Doug rather unusual solution problem cloning.Sometimes get life make 'Comedy 'Fantasy 'ScienceFiction 'MichaelKeaton 'AndieMacDowell 'HarrisYulin 'EugeneLevy 'HaroldRamis
0,73183,0.037443,1996-05-01,0.0,"The Haunted World of Edward D. Wood, Jr.",10.0,1.0,"['Maila Nurmi', 'Dolores Fuller', 'Paul Marco', 'Bela Lugosi']",Brett Thompson,0.0,1996-01-01,The strange life wonderfully awful film 1950 Hollywood movie director Wood profiled documentary conceived researched several year commercial-filmmaker Tim Burton made feature film tribute Actually Wood appear much film Rather center life thought entourage knew Among interviewed Wood former lover star earliest film Dolores Fuller abruptly replaced middle Bride Monster actress Loretta King also interviewed.Can MIND stand SHOCKING TRUTH 'Documentary 'MailaNurmi 'DoloresFuller 'PaulMarco 'BelaLugosi 'BrettThompson
0,131232,0.003949,2002-03-20,0.0,Two Friends,0.0,0.0,"['Francesco Sframeli', 'Spiro Scimone']",Francesco Sframeli,0.0,2002-01-01,Two Sicilian friend Nunzio Pino share apartment Turin Nunzio work factory laid illness Pino hand mysterious man always traveling work Nunzio would much like know friend living Pino tell Nunzio spends free time best friend absence end falling love Maria commercial employee whereas health condition deteriorates ... nan 'Drama 'Foreign 'FrancescoSframeli 'SpiroScimone 'FrancescoSframeli
15000000,9100,12.860385,1996-05-03,24769466.0,The Craft,6.3,388.0,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True']",Andrew Fleming,1.6512977333333334,1996-01-01,Catholic school newcomer fall clique teen witch wield power dare cross teacher rival meddlesome parents.Welcome witching hour 'Drama 'Fantasy 'Horror 'Thriller 'RobinTunney 'FairuzaBalk 'NeveCampbell 'RachelTrue 'AndrewFleming
0,20759,3.321765,1996-05-03,0.0,The Great White Hype,5.1,29.0,"['Samuel L. Jackson', 'Jeff Goldblum', 'Peter Berg', 'Jon Lovitz']",Reginald Hudlin,0.0,1996-01-01,When champ promoter Rev Sultan decides something new needed boost marketability boxing match search find man ever beat champ The problem n't boxer anymore white However Rev Sultan convinces fight go heavy training confident champ take easy fall shape.If n't find perfect contender .... make one 'Comedy 'Drama 'SamuelL.Jackson 'JeffGoldblum 'PeterBerg 'JonLovitz 'ReginaldHudlin
0,46063,1.196686,1996-05-02,5.0,Last Dance,5.6,9.0,"['Sharon Stone', 'Rob Morrow', 'Randy Quaid', 'Peter Gallagher']",Bruce Beresford,0.0,1996-01-01,Upon taking new job young lawyer Rick Hayes assigned clemency case Cindy Liggett woman convicted first degree murder sentenced death Hayes investigates background case two begin form deep friendship date execution draw nearer.Sometimes justice crime 'Drama 'Thriller 'SharonStone 'RobMorrow 'RandyQuaid 'PeterGallagher 'BruceBeresford
0,32513,1.92386,1995-01-01,0.0,Cold Comfort Farm,7.0,21.0,"['Eileen Atkins', 'Kate Beckinsale', 'Sheila Burrell', 'Stephen Fry']",John Schlesinger,0.0,1995-01-01,adaptation satirical British novel Flora Poste plucky London society girl orphaned age find new home rough relative Starkadders Cold Comfort Farm With take-charge attitude encouragement mischievous friend Mary Flora change Starkadders life forever settle rustic estate bringing backward clan date finding inspiration novel process.She discovered new branch family tree ... one nut 'Comedy 'Drama 'Romance 'EileenAtkins 'KateBeckinsale 'SheilaBurrell 'StephenFry 'JohnSchlesinger
0,40651,0.543042,1995-08-01,0.0,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11.0,"['Alice Krige', 'Mark Rylance', 'Gottfried John', 'Daniel Smith']",Stephen Quay,0.0,1995-01-01,Jakob arrives Institute Benjamenta run brother sister Johannes Lisa Benjamenta learn become servant With seven men study Lisa absurd lesson movement drawing circle servility asks better room student arrive none leave employment Johannes unhappy imperious detached school operation Lisa beautiful first tightly controlled verge breakdown There whiff incest Jakob drawn Lisa perhaps winter set becomes catatonic Things get worse Johannes note happened since Jakob came cause effect nan 'Animation 'Drama 'AliceKrige 'MarkRylance 'GottfriedJohn 'DanielSmith 'StephenQuay
25000000,36915,9.264679,1996-05-17,0.0,Heaven's Prisoners,5.0,17.0,"['Alec Baldwin', 'Kelly Lynch', 'Eric Roberts', 'Teri Hatcher']",Phil Joanou,0.0,1996-01-01,hardened New Orleans cop Dave Robicheaux finally toss badge settle life bayou wife But bizarre plane crash draw back fray family viciously threatened.For ex-cop obsessed unsolved murder trusting wrong woman could deadly choice 'Drama 'Mystery 'Thriller 'AlecBaldwin 'KellyLynch 'EricRoberts 'TeriHatcher 'PhilJoanou
4800000,40507,0.343579,1996-05-10,3014000.0,Original Gangstas,5.5,5.0,"['Fred Williamson', 'Pam Grier', 'Jim Brown', 'Paul Winfield']",Larry Cohen,0.6279166666666667,1996-01-01,violent street gang Rebels rule street Gary Indiana The Rebels shoot Marvin Bookman store-keeper giving police information drive-by shooting committed Marvin son former NFL star John created Rebels return Gary father little help friend destroy Rebels way.The original bad boy stepping '96 'Action 'Drama 'Crime 'Thriller 'FredWilliamson 'PamGrier 'JimBrown 'PaulWinfield 'LarryCohen
75000000,9802,13.249824,1996-06-06,335062621.0,The Rock,6.9,1474.0,"['Sean Connery', 'Nicolas Cage', 'Ed Harris', 'John Spencer']",Michael Bay,4.467501613333333,1996-01-01,group renegade marine commando seizes stockpile chemical weapon take Alcatraz tourist hostage Their leader demand 100 million paid restitution family Marines died covert ops launch rocket carrying deadly gas San Francisco Bay area.Alcatraz Only one man ever broken Now five million life depend two men breaking 'Action 'Adventure 'Thriller 'SeanConnery 'NicolasCage 'EdHarris 'JohnSpencer 'MichaelBay
0,25697,0.746662,1996-04-12,0.0,Getting Away with Murder,5.5,6.0,"['Jack Lemmon', 'Dan Aykroyd', 'Bonnie Hunt', 'J.C. Quinn']",Harvey Miller,0.0,1996-01-01,When moralistic college ethic instructor Jack Lambert find living next door accused German death camp commander take upon rid world man.One bad apple spoil whole line-up 'Comedy 'JackLemmon 'DanAykroyd 'BonnieHunt J.C.Quinn 'HarveyMiller
4000000,21588,6.247819,1994-03-25,0.0,Cemetery Man,7.0,105.0,"['Rupert Everett', 'François Hadji-Lazaro', 'Anna Falchi', 'Fabiana Formica']",Michele Soavi,0.0,1994-01-01,cemetery man unusual problem dead rising grave Himself assistant must end creature life reborn Everything going well She come along stir thing bit.Zombies gun sex 'Fantasy 'Drama 'Horror 'Comedy 'RupertEverett 'FrançoisHadji-Lazaro 'AnnaFalchi 'FabianaFormica 'MicheleSoavi
92000000,664,8.739144,1996-05-10,494471524.0,Twister,6.1,966.0,"['Helen Hunt', 'Bill Paxton', 'Cary Elwes', 'Jami Gertz']",Jan de Bont,5.374690478260869,1996-01-01,weatherman Bill Harding trying get tornado-hunter wife sign divorce paper marry girlfriend Melissa But Mother Nature form series intense storm sweeping across Oklahoma plan Soon three joined team stormchasers attempt insert revolutionary measuring device heart several extremely violent tornados.The Dark Side Nature 'Action 'Adventure 'Drama 'HelenHunt 'BillPaxton 'CaryElwes 'JamiGertz 'JandeBont
0,11867,5.877599,1996-05-02,3793614.0,Barb Wire,3.9,117.0,"['Pamela Anderson', 'Temuera Morrison', 'Victoria Rowell', 'Jack Noseworthy']",David Hogan,0.0,1996-01-01,sexy nightclub owner Barb Wire moonlight mercenary Steel Harbor one last free zone fascist United States When scientist Cora Devonshire wanders Barb establishment get roped top-secret government plot involving biological weapon Soon Barb reunited old flame Axel Hood Cora husband guerrilla fighter resulting plenty tense action.Do n't call babe 'Action 'ScienceFiction 'PamelaAnderson 'TemueraMorrison 'VictoriaRowell 'JackNoseworthy 'DavidHogan
0,47119,0.125882,1995-10-31,0.0,Le Garçu,5.0,1.0,"['Gérard Depardieu', 'Géraldine Pailhas', 'Dominique Rocheteau', 'Fabienne Babe']",Maurice Pialat,0.0,1995-01-01,self-centered man Gérard Depardieu many diversion occasionally visit 4-year-old son Antoine Pialat boy mother Géraldine Pailhas  'Drama 'GérardDepardieu 'GéraldinePailhas 'DominiqueRocheteau 'FabienneBabe 'MauricePialat
0,314352,0.652621,1996-04-11,0.0,Honeymoon,0.0,0.0,"['Veronica Ferres', 'Anica Dobra', 'Julia Stemberger', 'Kai Wiesinger']",Gabriel Barylli,0.0,1996-01-01,German Comedynan 'Comedy 'VeronicaFerres 'AnicaDobra 'JuliaStemberger 'KaiWiesinger 'GabrielBarylli
0,9323,10.686166,1995-11-18,2287714.0,Ghost in the Shell,7.8,854.0,"['Atsuko Tanaka', 'Akio Ohtsuka', 'Iemasa Kayumi', 'Kouichi Yamadera']",Mamoru Oshii,0.0,1995-01-01,year 2029 barrier world broken net cybernetics brings new vulnerability human form brain-hacking When highly-wanted hacker known 'The Puppetmaster begin involving politics Section group cybernetically enhanced cop called investigate stop Puppetmaster.It found voice ... Now need body 'Action 'Animation 'ScienceFiction 'AtsukoTanaka 'AkioOhtsuka 'IemasaKayumi 'KouichiYamadera 'MamoruOshii
0,10280,4.856229,1996-10-25,0.0,Thinner,5.5,125.0,"['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney', 'Michael Constantine']",Tom Holland,0.0,1996-01-01,fat Lawyer find growing Thinner old gypsy man place hex Now lawyer must call upon friend organized crime help persuade gypsy lift curse Time running desperate lawyer draw closer death grows ever thinner.Let curse fit crime 'Horror 'Thriller 'RobertJohnBurke 'JoeMantegna 'LucindaJenney 'MichaelConstantine 'TomHolland
18000000,10535,8.202057,1996-05-24,0.0,Spy Hard,4.9,148.0,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden']",Rick Friedberg,0.0,1996-01-01,The evil Gen. Rancor sight set world domination one man stop Dick Steele also known Agent WD-40 Rancor need obtain computer circuit missile planning fire Steele team Veronique Ukrinsky KGB agent whose father designed chip Together try locate evil mastermind headquarters Veronique father several hostage held.All action All woman Half intelligence 'Action 'Comedy 'LeslieNielsen 'NicolletteSheridan 'CharlesDurning 'MarciaGayHarden 'RickFriedberg
0,124613,0.594716,1995-08-23,0.0,Brothers in Trouble,0.0,0.0,"['Om Puri', 'Angeline Ball', 'Ace Bhatti', 'Bhasker Patel']",Udayan Prasad,0.0,1995-01-01,Amir illegal Pakistani immigrant smuggled England 1960 work send money family perhaps even bring skilled laborer forced unskilled work like shoveling sheep dung processing wool life boarding house nearly dozen men supervision Hussein Shah befriends young student Sakib dream writer Their existence punctuated secret movie visiting prostitute fear detection deportation gangster-like smuggler come take every week The household shaken arrival white girl Shah girlfriend sense femininity family brings 'Comedy 'Drama 'OmPuri 'AngelineBall 'AceBhatti 'BhaskerPatel 'UdayanPrasad
0,532,6.796858,1995-12-24,0.0,A Close Shave,7.5,223.0,"['Peter Sallis', 'Anne Reid']",Nick Park,0.0,1995-01-01,Wallace fall love wool-shop owner Wendolene suspecting rather dog head fiendish sheep-rustling plot Gromit set jailed new-found sheepish friend determine give Wallace helping hand finding real truth.From Oscar-winning creator Grand Day Out The Wrong Trousers 'Family 'Animation 'Comedy 'PeterSallis 'AnneReid 'NickPark
0,16299,1.751457,1996-08-30,0.0,The Stupids,4.2,22.0,"['Tom Arnold', 'Jessica Lundy', 'Bug Hall', 'Alex McKenna']",John Landis,0.0,1996-01-01,incredibly dull-witted family unknowingly stumble upon illegal weapon deal trail stolen garbage.As American apple pie twice smart 'Comedy 'Family 'TomArnold 'JessicaLundy 'BugHall 'AlexMcKenna 'JohnLandis
25000000,10547,6.497591,1996-05-31,14048372.0,The Arrival,6.1,200.0,"['Charlie Sheen', 'Lindsay Crouse', 'Richard Schiff', 'Ron Silver']",David Twohy,0.56193488,1996-01-01,Zane Ziminski astrophysicist receives message seems extraterrestrial origin Eerily soon discovery Zane fired embarks search determine origin transmission lead Hitchcockian labyrinth paranoia intrigue.The greatest danger facing world planet best kept secret ... 'Action 'Mystery 'ScienceFiction 'Thriller 'CharlieSheen 'LindsayCrouse 'RichardSchiff 'RonSilver 'DavidTwohy
0,55613,0.160571,1992-09-30,0.0,Careful,7.8,4.0,"['Kyle McCulloch', 'Gosia Dobrowolska', 'Sarah Neville', 'Brent Neale']",Guy Maddin,0.0,1992-01-01,remote Alpine village Tolzbad turn century people talk quietly restrain movement lest avalanche come kill This atmosphere lends repressed emotion shown parallel story butler student Johann lusting mother old flame mysterious Count Knotkers Klara attraction father lust daughter leading duel suicidal plunge galore All shot style early German sound film complete intertitles deliberately crackly soundtrack 'hand-tinted colour effects 'Horror 'Comedy 'Drama 'Fantasy 'KyleMcCulloch 'GosiaDobrowolska 'SarahNeville 'BrentNeale 'GuyMaddin
0,41007,0.851078,1995-09-11,0.0,A Month by the Lake,7.2,7.0,"['Vanessa Redgrave', 'Edward Fox', 'Uma Thurman', 'Alida Valli']",John Irvin,0.0,1995-01-01,For year Miss Bentley spending April elegant hillside villa Lake Como This year 1937 London society artist father recently died English-speaking guest brash Americans Then Major Wilshaw arrives suggests meet cocktail Miss Bentley stand even thinking help new nanny Italian family settle Miss Beaumont tall young American dropped finishing school Switzerland bored find amusement flirting major whose libido awakened first time since great war And Miss Bentley find major admire ears 'Comedy 'Drama 'Romance 'VanessaRedgrave 'EdwardFox 'UmaThurman 'AlidaValli 'JohnIrvin
0,35645,5.508101,1995-11-03,0.0,Gold Diggers: The Secret of Bear Mountain,5.8,20.0,"['Christina Ricci', 'Anna Chlumsky', 'Polly Draper', 'Brian Kerwin']",Kevin James Dobson,0.0,1995-01-01,Two teen girl one city one country try find hidden gold Bear Mountain learning friendship loyalty courage way.Some friendship worth fortune 'Drama 'ChristinaRicci 'AnnaChlumsky 'PollyDraper 'BrianKerwin 'KevinJamesDobson
0,255546,0.146287,1995-04-13,0.0,Carmen Miranda: Bananas Is My Business,10.0,1.0,"['Carmen Miranda', 'Aurora Miranda', 'Cesar Romero', 'Rita Moreno']",Helena Solberg,0.0,1995-01-01,biography Portuguese-Brazilian singer Carmen Miranda whose distinctive feature tutti frutti hat She came Brazilian Bombshell Broadway Hollywood star 1940s 'Documentary 'CarmenMiranda 'AuroraMiranda 'CesarRomero 'RitaMoreno 'HelenaSolberg
0,40751,5.215992,1994-09-16,0.0,Ashes of Time,7.1,73.0,"['Leslie Cheung', 'Tony Leung Ka-Fai', 'Brigitte Lin', 'Jacky Cheung']",Wong Kar-wai,0.0,1994-01-01,The film set five part five season part Chinese almanac The story take place jianghu world martial art Ouyang Feng lived western desert year left home White Camel Mountain woman loved chose marry elder brother rather Instead seeking glory end agent When people come wish eliminate someone wronged put touch swordsman job 'Drama 'Action 'LeslieCheung 'TonyLeungKa-Fai 'BrigitteLin 'JackyCheung 'WongKar-wai
